20151101
23         CREUSE                        
LIEU-DIT   LES VIGNAUDS               
LIEU-DIT   LA COUTURE                 
LIEU-DIT   BEL AIR                    
LIEU-DIT   LA TANNERIE                
LIEU-DIT   LES BREGERES               
LIEU-DIT   LE BOURG                   
CHEMIN     DES ABATTOIRS              
ROUTE      DE L AGE MORIN             
PROMENADE  A GUILLAUMIN               
ROUTE      D AIGURANDE                
ROUTE      D ARGENTON                 
AVENUE     AUGUSTE LACOTE             
AVENUE     D AUVERGNE                 
RUE        DE LA BARRE                
RUE        DU BARREAU VERT            
ROUTE      DE BEL AIR                 
PARC       BENJAMIN BORD              
AVENUE     DU BERRY                   
PASSAGE    DE LA BONDE                
RUE        DE LA BONDE                
AVENUE     DU BOURBONNAIS             
ALLEE      DES BREGERES               
AVENUE     DU CHAMP DE FOIRE          
PLACE      DU CHAMP DE FOIRE          
ALLEE      DE CHAMPOIX                
RUE        DES CHAMPS BLANCS          
AVENUE     CHARLES DE GAULLE          
RUE        DU CHATEAU D EAU           
VOIE       DES CHAUMES                
VOIE       DE LA CLAUDIERE            
RUE        DU 19 MARS 1962            
AVENUE     BENJAMIN BORD              
RUE        DE DUNET                   
RUE        DE L EGLISE                
ROUTE      D EGUZON                   
AVENUE     EMILE GENEVOIX             
ALLEE      DES FLEURS                 
PROMENADE  DE LA FORET                
ROUTE      DE FRESSELINES             
AVENUE     DE LA GARE                 
GR         GRANDE RUE                 
RUE        DES GUERENNES              
ROUTE      DE GUERET                  
RUE        DU HARAS                   
RUE        BAZENNERYE                 
RUE        DU 8 MAI 1945              
CHEMIN     DE LA JARDREIX             
RUE        DU LAVOIR                  
RUE        DES LIMONADIERS            
AVENUE     DU LIMOUSIN                
PLACE      DE LA MAIRIE               
PROMENADE  MAURICE ROLLINAT           
RUE        DES MOTTES                 
RUE        DE LA NAVETTE              
RUE        DE L OUCHE                 
RUE        DE LA PERRIERE             
PLACE      PHILIPPE DAULNY            
PLACE      DE LA POSTE                
RUE        DES POULINIERES            
RUE        DES QUATRE CHEMINS         
ROUTE      DES RATERIES               
RUE        DU REMPART                 
RUE        DES SABOTS                 
PASSAGE    DES SABOTS                 
RUE        DES SOURCES                
ROUTE      DE LA SOUTERRAINE          
RUE        DE TARSAT                  
ROUTE      DE LA TUILERIE             
AVENUE     DE VERDUN                  
RUE        DES VIGNAUDS               
RUE        DES VIEUX FOSSES           
ROUTE      DE VILLARD                 
SQUARE     FERNAND RIOLLET            
RUE        DES PECHERIES              
ROUTE      DU CES                     
IMPASSE    DU BIEN ALLER              
RUE        DE LA GRANDE CHAUME        
RUE        MARCEL NADEAUD             
           commune :     EVAUX LES BAINS                departement : CREUSE                        
FRM        DU PONT GODARD             
HLM        LA COLOMBE                 
HLM        SAINT JACQUES              
HLM        LES THERMES                
LOT        DU PARC DES THERMES        
LOT        DE PRAFFIER                
LOT        LES TROIX CROIX            
LOT        DU VIEUX LOGIS             
LIEU-DIT   LES ANTES                  
LIEU-DIT   LES AUSSURES               
LIEU-DIT   LES AVAUDS                 
LIEU-DIT   LES AVENAUDS               
LIEU-DIT   AYEN                       
LIEU-DIT   BAILLIER LE CHENIL         
LIEU-DIT   LES BAINS                  
LIEU-DIT   LES BALANGERS              
LIEU-DIT   BALLIER LE FRANC           
LIEU-DIT   BALLIER LE FRANC OUEST     
LIEU-DIT   LES BARRIERES              
LIEU-DIT   LES BARRIERES SUD          
LIEU-DIT   LA BASSAGONEIX             
LIEU-DIT   LES BATINES                
LIEU-DIT   BEJERA                     
LIEU-DIT   LES BELINES                
LIEU-DIT   LES BENETS                 
LIEU-DIT   DES BESSEAUX               
LIEU-DIT   LES BESSOUS                
LIEU-DIT   LES BICOURIS               
LIEU-DIT   LES BIERGEAS               
LIEU-DIT   DES BOIS                   
LIEU-DIT   DU BOIS                    
LIEU-DIT   LE BOIS BOULEAUD           
LIEU-DIT   BOIS DE LA ROCHE           
LIEU-DIT   BOIS DE LERY               
LIEU-DIT   BOIS DES AUSSURES          
LIEU-DIT   BOIS DES MAS               
LIEU-DIT   BOIS DU CHEZ               
LIEU-DIT   BORD LA ROCHE              
LIEU-DIT   BORD LE FRANC              
LIEU-DIT   LES BOUEIS                 
LIEU-DIT   DE LA BOUENA               
LIEU-DIT   LES BOUESSOUNER            
LIEU-DIT   LES BOURGONNETS            
LIEU-DIT   LES BOUTIERS               
LIEU-DIT   LES BOUTTAS                
LIEU-DIT   LA BRANDE                  
LIEU-DIT   LES BREGEAUDS              
LIEU-DIT   LA BREGEROLLE              
LIEU-DIT   LES BREGIERES              
LIEU-DIT   LA BREGOUNIERE             
LIEU-DIT   LE BREJAUD                 
LIEU-DIT   LE BRELLY                  
LIEU-DIT   LES BRUGUERES              
LIEU-DIT   BUDELLE                    
LIEU-DIT   LA BUGE                    
LIEU-DIT   LES BUINES                 
LIEU-DIT   BUISSON GIRAUD             
LIEU-DIT   LE BUISSONNET              
LIEU-DIT   LA BUSSIERE                
LIEU-DIT   LES CALTIAUX               
LIEU-DIT   LA CAMANDE                 
LIEU-DIT   LA CARPASSE                
LIEU-DIT   LA CAZINE                  
LIEU-DIT   DES CHABANNES              
LIEU-DIT   LA CHADRONIERE             
LIEU-DIT   CHAGNADAS                  
LIEU-DIT   CHAMP CHORENT              
LIEU-DIT   CHAMP CHORENT SUD          
LIEU-DIT   CHAMP DE LA MAISON         
LIEU-DIT   CHAMP DU MONT              
LIEU-DIT   CHAMP DU POIRIER           
LIEU-DIT   CHAMP FARAYAT              
LIEU-DIT   LE CHAMP PLAT              
LIEU-DIT   LES CHAMPS                 
LIEU-DIT   CHAMPS BERTRAUD            
LIEU-DIT   DE CHANTEMERLE             
LIEU-DIT   LES CHARITES               
LIEU-DIT   DU CHATEAU                 
LIEU-DIT   CHATEAU DE LA ROCHE AYMON  
LIEU-DIT   LES CHATELARDS             
LIEU-DIT   LA CHAUME EST              
LIEU-DIT   LA CHAUME                  
LIEU-DIT   LA CHAUME OUEST            
LIEU-DIT   LA CHAUME SUD              
LIEU-DIT   DE CHAUMEIX                
LIEU-DIT   LE CHAUMEIX                
LIEU-DIT   DES CHAUMES                
LIEU-DIT   CHAUX                      
LIEU-DIT   LES CHAVES                 
LIEU-DIT   LE CHIRAT                  
LIEU-DIT   CLAVAUD                    
LIEU-DIT   LES CLAVIERES              
LIEU-DIT   LA CLIDIERE                
LIEU-DIT   LES CLOTRES                
LIEU-DIT   COLOMBE                    
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   COMBAUDET                  
LIEU-DIT   LA COMBE DU BOIS           
LIEU-DIT   COMBE NOIRE                
LIEU-DIT   COMBE VERNADE              
LIEU-DIT   LES COMBES                 
LIEU-DIT   LE CORET                   
LIEU-DIT   CORON                      
LIEU-DIT   LA COTE                    
LIEU-DIT   COTE BONAUD                
LIEU-DIT   LA COTE CHIROT             
LIEU-DIT   COTE CLIDIERE              
LIEU-DIT   COTE DE DOULAUD            
LIEU-DIT   COTE DE LA RIBE            
LIEU-DIT   COTE DE LA ROCHE           
LIEU-DIT   COTE DE SEGNIAUX           
LIEU-DIT   LA COTE DES BAINS          
LIEU-DIT   COTE DES TROIS RIOS        
LIEU-DIT   COTE DES VIALLES           
LIEU-DIT   COTE DU BRELLY             
LIEU-DIT   COTE DU FAUX               
LIEU-DIT   COTE MAILLET               
LIEU-DIT   DES COTES                  
LIEU-DIT   LES COTES                  
LIEU-DIT   LES COTES AURES            
LIEU-DIT   COTES DE BIZA              
LIEU-DIT   COTES DES COUTEILLES       
LIEU-DIT   COTES DES MOULINS          
LIEU-DIT   LES COTES LIANDES          
LIEU-DIT   LES COUENES                
LIEU-DIT   LES COURADES               
LIEU-DIT   LES COUTEILLES             
LIEU-DIT   LA COUTURE                 
LIEU-DIT   LES COUTURES               
LIEU-DIT   DU CRECHAT                 
LIEU-DIT   LE CREUX DE LA CHAUX       
LIEU-DIT   DU CROUZET                 
LIEU-DIT   LA CROUZETTE               
LIEU-DIT   DA GOUTA                   
LIEU-DIT   DACHANTE                   
LIEU-DIT   DANCHAUDE                  
LIEU-DIT   DERRIERE MONTCHABROL       
LIEU-DIT   DESCENTE DES BAINS         
LIEU-DIT   DORGUES                    
LIEU-DIT   L ECLUSE                   
LIEU-DIT   LES EMINADES               
LIEU-DIT   ENTRAIGUES                 
LIEU-DIT   LES ENTRES                 
LIEU-DIT   LES ENVERS                 
LIEU-DIT   DE L ETANG                 
LIEU-DIT   L ETANG                    
LIEU-DIT   L ETANG OUEST              
LIEU-DIT   L ETANG SUD                
LIEU-DIT   ETIVAUX                    
LIEU-DIT   LA FAYE                    
LIEU-DIT   LES FAYES                  
LIEU-DIT   LE FELAN                   
LIEU-DIT   FOND DE VANNIER            
LIEU-DIT   DE LA FONT                 
LIEU-DIT   LA FONT DU LOUP            
LIEU-DIT   LES FONTS TROUVES          
LIEU-DIT   LA FORET                   
LIEU-DIT   LA FOSSE                   
LIEU-DIT   DES FOSSES                 
LIEU-DIT   LES FOSSES                 
LIEU-DIT   LES FOSSES DE L EST        
LIEU-DIT   LES FRAICHAUD              
LIEU-DIT   LA FRESSE                  
LIEU-DIT   LES GAGNERIES              
LIEU-DIT   GANE PIZOUX                
LIEU-DIT   LES GANIOUX                
LIEU-DIT   DU GARDE                   
LIEU-DIT   LES GARDES                 
LIEU-DIT   LES GARDES OUEST           
LIEU-DIT   LA GARE                    
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GARENNES               
LIEU-DIT   LES GARENNES NORD          
LIEU-DIT   LES GARENNES OUEST         
LIEU-DIT   LA GAUME                   
LIEU-DIT   LES GENETES                
LIEU-DIT   GOBIAT                     
LIEU-DIT   LE GOUTEIX                 
LIEU-DIT   LA GOUTTE                  
LIEU-DIT   LES GOUTTEIX               
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND CHAMP SUD         
LIEU-DIT   DU GRAND CHIER             
LIEU-DIT   LE GRAND CREUX             
LIEU-DIT   LE GRAND LONG              
LIEU-DIT   LE GRAND PATURAL           
LIEU-DIT   LE GRAND PATURAL NORD      
LIEU-DIT   LE GRAND PATURAL OUEST     
LIEU-DIT   LE GRAND PRE DE MONNEIX    
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LE GRAND PRE NORD          
LIEU-DIT   LE GRAND PRE OUEST         
LIEU-DIT   LE GRAND TORNAGE           
LIEU-DIT   LA GRANDE BRANDE           
LIEU-DIT   LA GRANDE CHAUX            
LIEU-DIT   LA GRANDE COMBE            
LIEU-DIT   GRANDE COTE                
LIEU-DIT   LA GRANDE COTE             
LIEU-DIT   LA GRANDE COTE NORD        
LIEU-DIT   LA GRANDE COTE SUD         
LIEU-DIT   LA GRANDE COUTURE          
LIEU-DIT   LA GRANDE COUTURE OUEST    
LIEU-DIT   LA GRANDE OUCHE            
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LA GRANDE PIECE SUD        
LIEU-DIT   LES GRANDES AFFORETS       
LIEU-DIT   LES GRANDES NAUTES         
LIEU-DIT   LES GRANDES PIECES         
LIEU-DIT   LES GRANDS PATUREAUX       
LIEU-DIT   LES HULAS                  
LIEU-DIT   LA JABINE                  
LIEU-DIT   LES JAJAYOUX               
LIEU-DIT   LES JUSTIERS               
LIEU-DIT   DE LAMEIX                  
LIEU-DIT   LARGIROT                   
LIEU-DIT   LAS CAVAS                  
LIEU-DIT   LAS CHAUX                  
LIEU-DIT   LAS SAGNAS                 
LIEU-DIT   LAS SAGNAS SUD             
LIEU-DIT   LAS VIGNELLAS              
LIEU-DIT   LASCHAMPS                  
LIEU-DIT   LES LATTES                 
LIEU-DIT   LA LATTIERE                
LIEU-DIT   LAULIERE                   
LIEU-DIT   LAUNOIRE                   
LIEU-DIT   LES LERYS                  
LIEU-DIT   LEVE MATIN                 
LIEU-DIT   LES LIESSES                
LIEU-DIT   LONLEVADE                  
LIEU-DIT   DE LOTE                    
LIEU-DIT   MAISON NEUVE               
LIEU-DIT   LA MALLERET                
LIEU-DIT   DES HAS                    
LIEU-DIT   LE MAS                     
LIEU-DIT   LES MAZARETS               
LIEU-DIT   LE MAZEAU                  
LIEU-DIT   DE MAZIERE                 
LIEU-DIT   DES MAZURES                
LIEU-DIT   LA MICHETA                 
LIEU-DIT   DU MITANT                  
LIEU-DIT   MONTCHABROL                
LIEU-DIT   LE MONTEIL D EN BAS        
LIEU-DIT   MONTEIL D EN HAUT          
LIEU-DIT   LA MONTEROLLE              
LIEU-DIT   LES MOUILLERES             
LIEU-DIT   MOULIN BODEAU              
LIEU-DIT   MOULIN DE LA CHEVRE        
LIEU-DIT   MOULIN FUSEAU              
LIEU-DIT   DU MOULIN                  
LIEU-DIT   DU MOULIN SUD              
LIEU-DIT   LES MOULINS                
LIEU-DIT   LES NAUTES                 
LIEU-DIT   NEAUX METAIRIES            
LIEU-DIT   LES NOUDS                  
LIEU-DIT   LA NOUZIERE                
LIEU-DIT   L OUCHE                    
LIEU-DIT   OUCHE DE DEVANT            
LIEU-DIT   L OUCHE DE LA FORET        
LIEU-DIT   OUCHE DE LA GRANGE         
LIEU-DIT   L OUCHE DU BOIS            
LIEU-DIT   L OUCHE DU FONDS           
LIEU-DIT   L OUCHE DU PUY             
LIEU-DIT   L OUCHE DU VILLAGE         
LIEU-DIT   L OUCHE NOIRE              
LIEU-DIT   L OUCHE PENTIAUD           
LIEU-DIT   LES OUCHES                 
LIEU-DIT   PATURAL VANNIER            
LIEU-DIT   LES PATURAUDOUX            
LIEU-DIT   LES PATURAUX               
LIEU-DIT   LE PEGOTY                  
LIEU-DIT   LA PENDUE                  
LIEU-DIT   LES PEPINIERES             
LIEU-DIT   DU PERIGIER                
LIEU-DIT   LE PETIT PRE               
LIEU-DIT   LE PETIT TORNAGE           
LIEU-DIT   LA PETITE BRANDE           
LIEU-DIT   LA PETITE COUTURE          
LIEU-DIT   LA PETITE COUTURE NORD     
LIEU-DIT   LA PETITE COUTURE SUD      
LIEU-DIT   LA PETITE LATTIERE         
LIEU-DIT   LES PETITES PRADES         
LIEU-DIT   LES PETITS PIEDS           
LIEU-DIT   PEUX CHAUD                 
LIEU-DIT   LE PEYROUX                 
LIEU-DIT   LES PEYROUX                
LIEU-DIT   LA PIECE                   
LIEU-DIT   LA PIECE CARREE            
LIEU-DIT   LA PIECE DU BOIS           
LIEU-DIT   LA PIECE LONGUE            
LIEU-DIT   LA PIECE MERY              
LIEU-DIT   LES PIECES                 
LIEU-DIT   LES PIECES NOIRES          
LIEU-DIT   LES PIECES ROUVE           
LIEU-DIT   LA PIERRE                  
LIEU-DIT   PIERRE CLIDIERE            
LIEU-DIT   LE PIGEONNIER              
LIEU-DIT   LE POINTES                 
LIEU-DIT   DU PONT                    
LIEU-DIT   LE PONT GODARD             
LIEU-DIT   DE PRACOUX                 
LIEU-DIT   LA PRADE                   
LIEU-DIT   LA PRADE D EN HAUT         
LIEU-DIT   LES PRADEAUX               
LIEU-DIT   LA PRAIRIE                 
LIEU-DIT   LES PRAIRIES               
LIEU-DIT   LE PRE BODEAU              
LIEU-DIT   PRE DU TREIX               
LIEU-DIT   PRES DE L ABATTOIR         
LIEU-DIT   PRES DE LA MEUNIERE        
LIEU-DIT   PRES DES BOEUFS            
LIEU-DIT   LES PRES LONGS             
LIEU-DIT   LE PUY AU JUGE             
LIEU-DIT   LE PUY AUBRUN              
LIEU-DIT   LE PUY BERNARD             
LIEU-DIT   LES PUYS PORTES            
LIEU-DIT   LES PUYS REDON             
LIEU-DIT   QRT SAINT BONNET           
LIEU-DIT   LA QUEILLE                 
LIEU-DIT   DU QUERIS                  
LIEU-DIT   LES QUERIS DU MOULIN       
LIEU-DIT   LES QUEUILLES              
LIEU-DIT   LA RAMADE                  
LIEU-DIT   LE RECLOS                  
LIEU-DIT   LE RECLOS SUD              
LIEU-DIT   RELIBERT                   
LIEU-DIT   LES REMEJOUX               
LIEU-DIT   REMIRAND                   
LIEU-DIT   RENTIERE                   
LIEU-DIT   LA RESERVE                 
LIEU-DIT   LA RESERVE SUD             
LIEU-DIT   LA RIBE                    
LIEU-DIT   LA RIBE NORD               
LIEU-DIT   DES RIBES                  
LIEU-DIT   LA RIBIERE                 
LIEU-DIT   RIO BRIGAND                
LIEU-DIT   RIO DE LA PECHERIE         
LIEU-DIT   RIO DE LAS FAYAS           
LIEU-DIT   SUR LE RIO DE MONNEIX      
LIEU-DIT   LES RIOCHAUX               
LIEU-DIT   DES RIOS                   
LIEU-DIT   RIOS DE LERYS              
LIEU-DIT   LA ROCHE AYMON             
LIEU-DIT   LA ROCHE COURTY            
LIEU-DIT   ROCHE D EN BAS             
LIEU-DIT   ROCHE D EN HAUT            
LIEU-DIT   LA RODE                    
LIEU-DIT   LES ROGEOUX                
LIEU-DIT   DES RONCES                 
LIEU-DIT   LA SAGNE                   
LIEU-DIT   LA SAGNE NORD              
LIEU-DIT   LES SAGNES                 
LIEU-DIT   LES SAGNES CREUX           
LIEU-DIT   SAINT JACQUES              
LIEU-DIT   SAINT MARIEN               
LIEU-DIT   DU SALINGEAUD              
LIEU-DIT   SAUT DU LOUP               
LIEU-DIT   SAUZE                      
LIEU-DIT   LES SAUZES                 
LIEU-DIT   LES SECHIERES              
LIEU-DIT   SELLAT                     
LIEU-DIT   LA SOUBASSAS               
LIEU-DIT   SOUS LA COTE DES RIOS      
LIEU-DIT   LA TEIGNAUDE               
LIEU-DIT   TEILLET D EN BAS           
LIEU-DIT   TEILLET D EN HAUT          
LIEU-DIT   LES TERRADES D EN BAS      
LIEU-DIT   LES TERRADES D EN HAUT     
LIEU-DIT   LES TERRES BLANCHES        
LIEU-DIT   LES TERRIERS               
LIEU-DIT   LA THERESE                 
LIEU-DIT   LE TREIX                   
LIEU-DIT   LES TROIS CROIX            
LIEU-DIT   LA TUILERIE OUEST          
LIEU-DIT   LA TUILERIE                
LIEU-DIT   LES VANNIERS               
LIEU-DIT   VARNELLE                   
LIEU-DIT   VEAUX METAIRIE             
LIEU-DIT   LES VIALLES                
LIEU-DIT   DE LA VIEILLAS             
LIEU-DIT   LES VIERGNES               
LIEU-DIT   VILLEVALEIX                
LIEU-DIT   VIRADE D EN BAS            
LIEU-DIT   VIRADE D EN HAUT           
LIEU-DIT   LE BENETIER                
LIEU-DIT   MOULIN DU CHANCELIER       
LIEU-DIT   LES FROMENTAUX             
LIEU-DIT   DE LA FAUT                 
LIEU-DIT   LA PRISE D EAU             
LIEU-DIT   LES COTES CHAUX            
LIEU-DIT   ROCHE                      
LIEU-DIT   MOULIN DU RAT              
LIEU-DIT   LES GARDES                 
LIEU-DIT   LES BARRIERES              
LIEU-DIT   L ETANG                    
LIEU-DIT   LES GENETS D OR            
LIEU-DIT   BELLEVUE                   
LIEU-DIT   PRA LONG                   
LIEU-DIT   LE MONTEIL D EN HAUT       
LIEU-DIT   DOULEAU                    
LIEU-DIT   LE BOURG                   
LIEU-DIT   CHATEAU DE BUDELLE         
LIEU-DIT   OUCHES DU BUDELLE          
LIEU-DIT   DOMAINE DE DOULAUD         
LIEU-DIT   FAUBOURG MONNEIX           
AVENUE     ARMAND FOUROT              
PLACE      ARMAND FOUROT              
ROUTE      D AUZANCES                 
ROUTE      DES BORDES                 
AVENUE     DE BUDELLE                 
RUE        DU CALVAIRE                
IMPASSE    DE LA CASERNE              
ROUTE      DE CHAMBON                 
ROUTE      DES CHAVES                 
RUE        DARCHIS                    
CD         915                        
IMPASSE    DES ECOLES                 
PLACE      DES ECOLES                 
RUE        DES ECOLES                 
PASSAGE    DES FOSSES                 
RUE        DES FOSSES                 
GR         GRANDE RUE                 
RUE        DE L HOPITAL               
IMPASSE    DE L HOTEL DE VILLE        
RUE        DE L HOTEL DE VILLE        
RUE        DU HUIT MAI 1945           
RUE        DES JARDINS                
RUE        JEANNE D ARC               
RUE        JULES CESAR                
RUE        DE LA JUSTICE              
RUE        LEO LAGRANGE               
RUE        DU MARCHE VIEUX            
AVENUE     MARGUERITE                 
FG         MONNEIX                    
RUE        NOTRE DAME                 
AVENUE     PASTEUR                    
IMPASSE    PASTEUR                    
IMPASSE    DES PRES LONGS             
CHEMIN     DES POLONAIS               
PLACE      SERGE CLERET               
RUE        DE RENTIERE                
CHEMIN     DE RENTIERE                
AVENUE     DE LA REPUBLIQUE           
ROUTE      DE SANNAT                  
FG         SAINT BONNET               
PLACE      SAINT BONNET               
RUE        SAINT BONNET               
PLACE      SAINT PIERRE               
RUE        SAINT PIERRE               
RUE        DU STADE                   
PASSAGE    DES THERMES                
RUE        DES THERMES                
RUE        DE VERDUN                  
ROUTE      DE LONLEVADE               
RUE        DES CONDUITS               
           commune :     FAUX LA MONTAGNE               departement : CREUSE                        
LIEU-DIT   LES AJONCS                 
LIEU-DIT   L ALLEE                    
LIEU-DIT   LES ALUCHAS                
LIEU-DIT   LES ARFEIX                 
LIEU-DIT   LES ARFOUILLAS             
LIEU-DIT   ARZAILLERS EST             
LIEU-DIT   ARZAILLERS OUEST           
LIEU-DIT   LES AVENAUX                
LIEU-DIT   LES AVENAUX OUEST          
LIEU-DIT   LES BARRES                 
LIEU-DIT   BEISSAT                    
LIEU-DIT   BELLEVUE                   
LIEU-DIT   LE BESAUDOUX               
LIEU-DIT   BESAUDOUY                  
LIEU-DIT   LES BESSADES               
LIEU-DIT   LES BESSADES NORD          
LIEU-DIT   LES BESSADES OUEST         
LIEU-DIT   LES BESSADES SUD           
LIEU-DIT   BESSADOUX ET PRES DU CLOUX 
LIEU-DIT   BOIS DE BEISSAT            
LIEU-DIT   BOIS DE BEISSAT SUD EST    
LIEU-DIT   BOIS DE BESSAS             
LIEU-DIT   BOIS DE LA COMBE           
LIEU-DIT   BOIS DE LA COTE DE MAULDE  
LIEU-DIT   BOIS DE LA FEUILLADE       
LIEU-DIT   BOIS DE LA FEUILLADE NORD  
LIEU-DIT   BOIS DE LA FEUILLADE SUD   
LIEU-DIT   BOIS DE LA MAIS            
LIEU-DIT   BOIS DE LA VAREILLE        
LIEU-DIT   BOIS DE LA VIEILLE         
LIEU-DIT   BOIS DE LA VIEILLE OUEST   
LIEU-DIT   BOIS DE TRUFFY             
LIEU-DIT   BOIS DES VERGNES           
LIEU-DIT   BOIS DES VERGNES OUEST     
LIEU-DIT   BOIS JAUBRU                
LIEU-DIT   BONMARTIN                  
LIEU-DIT   LES BORDES                 
LIEU-DIT   LA BORNE                   
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BOUZIAT                 
LIEU-DIT   BROUSSAS                   
LIEU-DIT   BROUSSAS SUD               
LIEU-DIT   LE BRUGEAUD                
LIEU-DIT   LE BRUJEAUD                
LIEU-DIT   LE CACHERIOT               
LIEU-DIT   CESANTY                    
LIEU-DIT   LA CHABANE                 
LIEU-DIT   LA CHABANE SUD             
LIEU-DIT   LE CHAMMET                 
LIEU-DIT   LE CHAMMET SUD             
LIEU-DIT   LE CHAMP                   
LIEU-DIT   CHAMP POMMIER              
LIEU-DIT   LES CHAMPS                 
LIEU-DIT   LA CHAPELLE                
LIEU-DIT   LA CHAREAUD                
LIEU-DIT   LA CHASSAGNE               
LIEU-DIT   LE CHASSAGNOUX             
LIEU-DIT   CHATAIN NORD               
LIEU-DIT   CHATAIN                    
LIEU-DIT   CLAMOUGEAS                 
LIEU-DIT   CLAMOUZAT                  
LIEU-DIT   CLAMOUZAT SUD              
LIEU-DIT   COMBE BOURNE               
LIEU-DIT   COMBE CHAUDE               
LIEU-DIT   COMBE CHAUDE SUD           
LIEU-DIT   COMBE CHAVE                
LIEU-DIT   COMBE DU MIEL              
LIEU-DIT   COMBE DU MIEL OUEST        
LIEU-DIT   COMBE NEIGE                
LIEU-DIT   COMBE RICHARD              
LIEU-DIT   LES COMBEAUX               
LIEU-DIT   LES COMBES                 
LIEU-DIT   LES COMBES NORD            
LIEU-DIT   LES COMBES OUEST           
LIEU-DIT   LES COMBETTES              
LIEU-DIT   COMMUNAUX DE MAULDE        
LIEU-DIT   LA COTE AU ROI             
LIEU-DIT   LA COTE                    
LIEU-DIT   LA COTE SUD EST            
LIEU-DIT   LES COTES                  
LIEU-DIT   LES COTES SUD              
LIEU-DIT   LES COUPES                 
LIEU-DIT   CROIX DE BESSAT            
LIEU-DIT   CROIX DE VERVIALLE         
LIEU-DIT   CROIX DE VERVIALLE OUEST   
LIEU-DIT   LA CROIX DU MARTOULLET     
LIEU-DIT   LA CROIX DU TILLEUIL       
LIEU-DIT   LA CROIX                   
LIEU-DIT   LA CROIX SUD               
LIEU-DIT   LES DEBATS                 
LIEU-DIT   DERRIERE LA CHASSAGNE      
LIEU-DIT   DERRIERE LE CHAMP          
LIEU-DIT   DERRIERE LE MOULIN         
LIEU-DIT   DERRIERE LE PUY            
LIEU-DIT   LE DORAT                   
LIEU-DIT   L EPINASSOUX ET LES RIVAIL 
LIEU-DIT   L ETANG                    
LIEU-DIT   ETANG DE BEISSAT           
LIEU-DIT   ETANG DE MAULDE            
LIEU-DIT   L ETANG ROUX               
LIEU-DIT   LES ETANGS                 
LIEU-DIT   LES ETANGS NORD EST        
LIEU-DIT   LES ETANGS OUEST           
LIEU-DIT   LES ETRETOUX               
LIEU-DIT   FAUX AU PONT               
LIEU-DIT   LES FAYES                  
LIEU-DIT   LES FAYES SUD              
LIEU-DIT   LA FERMERIE EST            
LIEU-DIT   LA FERMERIE                
LIEU-DIT   LA FOND                    
LIEU-DIT   FOND BELLE                 
LIEU-DIT   LA FOND DU JO              
LIEU-DIT   FOND POUILLEUSE            
LIEU-DIT   FORET DE LA FEUILLADE      
LIEU-DIT   FORET DE LA FEUILLADE EST  
LIEU-DIT   FORET DE LA FEUILLADE NORD 
LIEU-DIT   FORET DE LA FEUILLADE SUD  
LIEU-DIT   LA GANE                    
LIEU-DIT   LA GANNE                   
LIEU-DIT   LES GANNES                 
LIEU-DIT   LE GANNET                  
LIEU-DIT   LES GARENNES               
LIEU-DIT   LA GASNE DE CHATAIN        
LIEU-DIT   LA GASNE DE LOUDOUEINEIX   
LIEU-DIT   LA GASNE DE TRIJOULET      
LIEU-DIT   LA GOUTTE ET LES FAYES     
LIEU-DIT   GRANDE RIBIERE             
LIEU-DIT   LA GRANDE RIBIERE          
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   GRANDS CHAMPS SOUS LES TOU 
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LES GRANDS PRES NORD       
LIEU-DIT   LES GRANGES                
LIEU-DIT   JALAGNAGUET                
LIEU-DIT   JALAGNAT                   
LIEU-DIT   JALAGNAT SUD               
LIEU-DIT   LA JAROUSSE                
LIEU-DIT   LES JAROUSSES              
LIEU-DIT   LAGE                       
LIEU-DIT   LAGE OUEST                 
LIEU-DIT   LES LANDES                 
LIEU-DIT   LARFOULIERE                
LIEU-DIT   LAS LIRAUDAS               
LIEU-DIT   LA LOI                     
LIEU-DIT   LA LOI SUD                 
LIEU-DIT   LOUDOUEINEIX               
LIEU-DIT   LE LUDEIX                  
LIEU-DIT   LE LUDEIX OUEST            
LIEU-DIT   LES MAISOUNIAUX            
LIEU-DIT   MALVERGNE                  
LIEU-DIT   MALVERGNE SUD              
LIEU-DIT   MANDINALEIX                
LIEU-DIT   LE MAS                     
LIEU-DIT   LE MAZEAU                  
LIEU-DIT   MERCIER FERRIER            
LIEU-DIT   MONTBUCHOUX                
LIEU-DIT   LE MONTEIL                 
LIEU-DIT   LE MONTEIL OUEST           
LIEU-DIT   LES MOULADAS               
LIEU-DIT   LES MOULIERES              
LIEU-DIT   MOULIN DE CHATAIN EST      
LIEU-DIT   MOULIN DE CHATAIN          
LIEU-DIT   MOULIN DE VILLESAINT       
LIEU-DIT   LE MOULIN VIEUX            
LIEU-DIT   LE MOULIN VIEUX SUD        
LIEU-DIT   PATURAL DE LA GASNE ET L E 
